user_id,product_id,avg_rating,num_interactions,total_quantity,last_interaction,view_count,total_view_duration,added_to_cart,added_to_wishlist,interaction_score
U0004,P0010,0.0,0.0,0.0,0,1.0,41.0,1.0,0.0,0.25
U0004,P0021,5.0,1.0,1.0,2024-01-26 23:46:00,0.0,0.0,0.0,0.0,2.2
U0004,P0024,0.0,0.0,0.0,0,1.0,65.0,0.0,1.0,0.25
U0004,P0028,4.0,1.0,4.0,2024-08-21 02:23:00,0.0,0.0,0.0,0.0,1.8
U0004,P0045,4.0,1.0,1.0,2024-05-29 18:41:00,1.0,25.0,0.0,0.0,1.9000000000000001
U0004,P0049,0.0,0.0,0.0,0,1.0,59.0,0.0,0.0,0.1
U0004,P0050,0.0,0.0,0.0,0,2.0,117.0,1.0,0.0,0.35
U0004,P0051,0.0,0.0,0.0,0,1.0,38.0,0.0,0.0,0.1
U0004,P0052,0.0,0.0,0.0,0,1.0,74.0,1.0,0.0,0.25
U0004,P0058,0.0,0.0,0.0,0,1.0,11.0,0.0,0.0,0.1
U0004,P0065,0.0,0.0,0.0,0,1.0,34.0,0.0,0.0,0.1
U0004,P0072,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.1
U0004,P0075,3.0,1.0,4.0,2024-06-01 12:27:00,0.0,0.0,0.0,0.0,1.4000000000000001
U0004,P0086,0.0,0.0,0.0,0,1.0,33.0,1.0,0.0,0.25
U0004,P0092,0.0,0.0,0.0,0,1.0,62.0,0.0,0.0,0.1
U0004,P0094,5.0,1.0,2.0,2024-03-29 08:53:00,1.0,2.0,0.0,0.0,2.3000000000000003
U0004,P0108,0.0,0.0,0.0,0,1.0,11.0,0.0,0.0,0.1
U0004,P0112,4.0,1.0,1.0,2024-11-11 12:09:00,0.0,0.0,0.0,0.0,1.8
U0004,P0114,2.0,1.0,2.0,2024-05-24 16:47:00,0.0,0.0,0.0,0.0,1.0
U0004,P0115,4.0,1.0,1.0,2024-11-12 22:43:00,0.0,0.0,0.0,0.0,1.8
U0004,P0126,0.0,0.0,0.0,0,1.0,81.0,0.0,0.0,0.1
U0004,P0130,0.0,0.0,0.0,0,1.0,21.0,0.0,0.0,0.1
U0004,P0136,0.0,0.0,0.0,0,1.0,21.0,0.0,0.0,0.1
U0004,P0138,0.0,0.0,0.0,0,1.0,14.0,0.0,0.0,0.1
U0004,P0158,0.0,0.0,0.0,0,1.0,26.0,0.0,0.0,0.1
U0004,P0164,5.0,1.0,2.0,2024-01-17 02:09:00,0.0,0.0,0.0,0.0,2.2
U0004,P0166,0.0,0.0,0.0,0,1.0,63.0,0.0,0.0,0.1
U0004,P0167,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.1
U0004,P0170,0.0,0.0,0.0,0,1.0,29.0,1.0,0.0,0.25
U0004,P0171,0.0,0.0,0.0,0,1.0,6.0,0.0,0.0,0.1
U0004,P0172,5.0,1.0,2.0,2024-01-06 03:41:00,0.0,0.0,0.0,0.0,2.2
U0004,P0198,5.0,1.0,1.0,2024-02-02 17:01:00,0.0,0.0,0.0,0.0,2.2
U0005,P0004,0.0,0.0,0.0,0,1.0,10.0,1.0,0.0,0.25
U0005,P0007,0.0,0.0,0.0,0,1.0,39.0,0.0,1.0,0.25
U0005,P0010,0.0,0.0,0.0,0,2.0,34.0,0.0,0.0,0.2
U0005,P0015,0.0,0.0,0.0,0,1.0,40.0,0.0,0.0,0.1
U0005,P0024,0.0,0.0,0.0,0,1.0,75.0,0.0,0.0,0.1
U0005,P0032,2.0,1.0,3.0,2024-01-06 02:12:00,0.0,0.0,0.0,0.0,1.0
U0005,P0034,2.0,1.0,4.0,2024-08-03 13:01:00,1.0,143.0,0.0,0.0,1.1
U0005,P0037,5.0,1.0,3.0,2024-10-18 05:29:00,0.0,0.0,0.0,0.0,2.2
U0005,P0040,0.0,0.0,0.0,0,1.0,35.0,0.0,0.0,0.1
U0005,P0042,3.0,1.0,3.0,2024-02-26 10:22:00,0.0,0.0,0.0,0.0,1.4000000000000001
U0005,P0044,4.0,1.0,1.0,2024-05-09 02:24:00,0.0,0.0,0.0,0.0,1.8
U0005,P0048,2.0,1.0,3.0,2024-12-21 17:38:00,0.0,0.0,0.0,0.0,1.0
U0005,P0064,0.0,0.0,0.0,0,1.0,27.0,0.0,0.0,0.1
U0005,P0065,0.0,0.0,0.0,0,1.0,21.0,1.0,0.0,0.25
U0005,P0066,0.0,0.0,0.0,0,1.0,3.0,1.0,0.0,0.25
U0005,P0076,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.1
U0005,P0078,0.0,0.0,0.0,0,1.0,108.0,0.0,0.0,0.1
U0005,P0086,0.0,0.0,0.0,0,1.0,61.0,1.0,0.0,0.25
U0005,P0087,0.0,0.0,0.0,0,1.0,11.0,1.0,0.0,0.25
U0005,P0094,3.0,1.0,3.0,2024-06-02 09:15:00,0.0,0.0,0.0,0.0,1.4000000000000001
U0005,P0097,0.0,0.0,0.0,0,1.0,2.0,0.0,1.0,0.25
U0005,P0106,0.0,0.0,0.0,0,1.0,62.0,0.0,1.0,0.25
U0005,P0113,0.0,0.0,0.0,0,1.0,26.0,0.0,0.0,0.1
U0005,P0127,4.0,1.0,4.0,2024-03-18 13:47:00,0.0,0.0,0.0,0.0,1.8
U0005,P0142,3.0,1.0,2.0,2024-04-27 15:42:00,0.0,0.0,0.0,0.0,1.4000000000000001
U0005,P0144,0.0,0.0,0.0,0,1.0,20.0,0.0,0.0,0.1
U0005,P0146,4.0,1.0,2.0,2024-08-30 20:06:00,0.0,0.0,0.0,0.0,1.8
U0005,P0150,2.0,1.0,2.0,2024-07-24 06:02:00,0.0,0.0,0.0,0.0,1.0
U0005,P0153,0.0,0.0,0.0,0,1.0,47.0,0.0,0.0,0.1
U0005,P0155,0.0,0.0,0.0,0,2.0,20.0,1.0,0.0,0.35
U0005,P0159,5.0,1.0,2.0,2024-05-07 07:17:00,0.0,0.0,0.0,0.0,2.2
U0005,P0163,0.0,0.0,0.0,0,1.0,34.0,0.0,0.0,0.1
U0005,P0168,0.0,0.0,0.0,0,1.0,48.0,0.0,0.0,0.1
U0005,P0176,0.0,0.0,0.0,0,1.0,28.0,0.0,0.0,0.1
U0005,P0180,0.0,0.0,0.0,0,1.0,63.0,0.0,0.0,0.1
U0005,P0183,0.0,0.0,0.0,0,2.0,24.0,0.0,0.0,0.2
U0005,P0188,0.0,0.0,0.0,0,1.0,14.0,0.0,0.0,0.1
U0005,P0193,0.0,0.0,0.0,0,1.0,3.0,0.0,0.0,0.1
U0005,P0195,0.0,0.0,0.0,0,1.0,3.0,0.0,0.0,0.1
U0006,P0001,0.0,0.0,0.0,0,1.0,1.0,0.0,1.0,0.25
U0006,P0006,4.0,1.0,1.0,2024-05-04 07:12:00,0.0,0.0,0.0,0.0,1.8
U0006,P0009,4.0,1.0,4.0,2024-04-09 06:56:00,0.0,0.0,0.0,0.0,1.8
U0006,P0020,0.0,0.0,0.0,0,1.0,26.0,0.0,0.0,0.1
U0006,P0021,0.0,0.0,0.0,0,1.0,7.0,0.0,0.0,0.1
U0006,P0025,3.0,1.0,2.0,2024-01-14 09:34:00,0.0,0.0,0.0,0.0,1.4000000000000001
U0006,P0031,0.0,0.0,0.0,0,1.0,4.0,0.0,0.0,0.1
U0006,P0044,0.0,0.0,0.0,0,1.0,6.0,0.0,0.0,0.1
U0006,P0062,0.0,0.0,0.0,0,1.0,3.0,0.0,0.0,0.1
U0006,P0076,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.1
U0006,P0085,0.0,0.0,0.0,0,1.0,13.0,0.0,0.0,0.1
U0006,P0099,0.0,0.0,0.0,0,1.0,19.0,0.0,0.0,0.1
U0006,P0100,0.0,0.0,0.0,0,1.0,53.0,0.0,0.0,0.1
U0006,P0106,0.0,0.0,0.0,0,1.0,31.0,0.0,0.0,0.1
U0006,P0109,0.0,0.0,0.0,0,1.0,11.0,0.0,0.0,0.1
U0006,P0111,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.1
U0006,P0118,0.0,0.0,0.0,0,1.0,18.0,0.0,0.0,0.1
U0006,P0120,0.0,0.0,0.0,0,1.0,147.0,1.0,0.0,0.25
U0006,P0124,0.0,0.0,0.0,0,1.0,12.0,0.0,0.0,0.1
U0006,P0129,0.0,0.0,0.0,0,1.0,11.0,0.0,0.0,0.1
U0006,P0132,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.25
U0006,P0133,0.0,0.0,0.0,0,1.0,17.0,0.0,0.0,0.1
U0006,P0134,0.0,0.0,0.0,0,1.0,8.0,0.0,0.0,0.1
U0006,P0153,5.0,1.0,4.0,2024-01-09 16:27:00,0.0,0.0,0.0,0.0,2.2
U0006,P0161,0.0,0.0,0.0,0,1.0,17.0,0.0,0.0,0.1
U0006,P0162,0.0,0.0,0.0,0,1.0,22.0,0.0,0.0,0.1
U0006,P0166,0.0,0.0,0.0,0,1.0,31.0,0.0,0.0,0.1
U0006,P0179,0.0,0.0,0.0,0,1.0,40.0,0.0,0.0,0.1
U0006,P0185,0.0,0.0,0.0,0,1.0,9.0,0.0,0.0,0.1
U0006,P0188,4.0,1.0,1.0,2024-02-03 15:37:00,0.0,0.0,0.0,0.0,1.8
U0007,P0005,0.0,0.0,0.0,0,1.0,7.0,0.0,0.0,0.1
U0007,P0006,0.0,0.0,0.0,0,1.0,4.0,0.0,0.0,0.1
U0007,P0015,4.0,1.0,3.0,2024-10-17 05:59:00,0.0,0.0,0.0,0.0,1.8
U0007,P0017,0.0,0.0,0.0,0,1.0,5.0,0.0,1.0,0.25
U0007,P0018,0.0,0.0,0.0,0,1.0,25.0,0.0,0.0,0.1
U0007,P0021,0.0,0.0,0.0,0,1.0,33.0,0.0,0.0,0.1
U0007,P0032,0.0,0.0,0.0,0,1.0,10.0,0.0,0.0,0.1
U0007,P0055,0.0,0.0,0.0,0,1.0,4.0,0.0,0.0,0.1
U0007,P0056,4.0,1.0,3.0,2024-06-22 19:07:00,0.0,0.0,0.0,0.0,1.8
U0007,P0071,0.0,0.0,0.0,0,1.0,59.0,0.0,0.0,0.1
U0007,P0073,0.0,0.0,0.0,0,1.0,66.0,0.0,0.0,0.1
U0007,P0076,0.0,0.0,0.0,0,1.0,10.0,0.0,0.0,0.1
U0007,P0086,0.0,0.0,0.0,0,1.0,13.0,0.0,0.0,0.1
U0007,P0088,0.0,0.0,0.0,0,1.0,109.0,0.0,0.0,0.1
U0007,P0101,0.0,0.0,0.0,0,1.0,75.0,0.0,0.0,0.1
U0007,P0103,4.0,1.0,1.0,2024-09-17 12:58:00,0.0,0.0,0.0,0.0,1.8
U0007,P0109,0.0,0.0,0.0,0,1.0,13.0,0.0,0.0,0.1
U0007,P0114,0.0,0.0,0.0,0,1.0,1.0,1.0,0.0,0.25
U0007,P0115,0.0,0.0,0.0,0,2.0,106.0,1.0,0.0,0.35
U0007,P0117,5.0,1.0,4.0,2024-04-15 11:01:00,0.0,0.0,0.0,0.0,2.2
U0007,P0126,0.0,0.0,0.0,0,1.0,2.0,0.0,1.0,0.25
U0007,P0143,5.0,1.0,3.0,2024-04-08 22:27:00,0.0,0.0,0.0,0.0,2.2
U0007,P0148,0.0,0.0,0.0,0,1.0,50.0,0.0,1.0,0.25
U0007,P0149,0.0,0.0,0.0,0,2.0,78.0,0.0,0.0,0.2
U0007,P0150,3.0,1.0,4.0,2024-01-05 22:54:00,0.0,0.0,0.0,0.0,1.4000000000000001
U0007,P0153,3.0,1.0,2.0,2024-07-23 23:00:00,0.0,0.0,0.0,0.0,1.4000000000000001
U0007,P0156,0.0,0.0,0.0,0,1.0,25.0,0.0,0.0,0.1
U0007,P0159,0.0,0.0,0.0,0,1.0,5.0,1.0,0.0,0.25
U0007,P0162,4.0,1.0,2.0,2024-09-07 20:30:00,0.0,0.0,0.0,0.0,1.8
U0007,P0169,0.0,0.0,0.0,0,1.0,11.0,0.0,0.0,0.1
U0007,P0170,0.0,0.0,0.0,0,1.0,65.0,1.0,0.0,0.25
U0007,P0171,3.0,1.0,2.0,2024-01-03 14:13:00,0.0,0.0,0.0,0.0,1.4000000000000001
U0007,P0177,4.0,1.0,3.0,2024-01-30 10:45:00,1.0,85.0,0.0,0.0,1.9000000000000001
U0007,P0181,0.0,0.0,0.0,0,1.0,21.0,0.0,0.0,0.1
U0007,P0182,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.25
U0007,P0184,2.0,1.0,2.0,2024-06-23 19:58:00,0.0,0.0,0.0,0.0,1.0
U0007,P0185,5.0,1.0,4.0,2024-04-04 20:24:00,0.0,0.0,0.0,0.0,2.2
U0007,P0190,0.0,0.0,0.0,0,1.0,9.0,1.0,0.0,0.25
U0007,P0197,5.0,1.0,4.0,2024-05-31 02:18:00,0.0,0.0,0.0,0.0,2.2
U0008,P0001,0.0,0.0,0.0,0,1.0,62.0,0.0,0.0,0.1
U0008,P0007,0.0,0.0,0.0,0,1.0,2.0,0.0,0.0,0.1
U0008,P0008,0.0,0.0,0.0,0,2.0,133.0,0.0,0.0,0.2
U0008,P0036,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.1
U0008,P0040,0.0,0.0,0.0,0,1.0,17.0,0.0,0.0,0.1
U0008,P0044,0.0,0.0,0.0,0,1.0,3.0,0.0,0.0,0.1
U0008,P0047,2.0,1.0,3.0,2024-10-06 06:23:00,0.0,0.0,0.0,0.0,1.0
U0008,P0053,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.1
U0008,P0067,5.0,1.0,2.0,2024-11-23 13:41:00,0.0,0.0,0.0,0.0,2.2
U0008,P0068,4.0,1.0,2.0,2024-05-22 10:03:00,0.0,0.0,0.0,0.0,1.8
U0008,P0077,4.0,1.0,4.0,2024-04-29 09:44:00,1.0,1.0,0.0,0.0,1.9000000000000001
U0008,P0094,0.0,0.0,0.0,0,1.0,8.0,0.0,0.0,0.1
U0008,P0098,0.0,0.0,0.0,0,1.0,24.0,0.0,0.0,0.1
U0008,P0099,0.0,0.0,0.0,0,1.0,55.0,0.0,0.0,0.1
U0008,P0109,4.0,1.0,1.0,2024-01-04 05:44:00,0.0,0.0,0.0,0.0,1.8
U0008,P0121,0.0,0.0,0.0,0,2.0,29.0,0.0,0.0,0.2
U0008,P0124,0.0,0.0,0.0,0,1.0,15.0,0.0,0.0,0.1
U0008,P0144,0.0,0.0,0.0,0,1.0,2.0,0.0,0.0,0.1
U0008,P0152,4.0,1.0,1.0,2024-05-19 18:43:00,1.0,13.0,1.0,0.0,2.0500000000000003
U0008,P0170,0.0,0.0,0.0,0,1.0,8.0,0.0,0.0,0.1
U0008,P0177,0.0,0.0,0.0,0,1.0,38.0,0.0,0.0,0.1
U0008,P0182,0.0,0.0,0.0,0,1.0,8.0,0.0,0.0,0.1
U0008,P0190,5.0,1.0,2.0,2024-02-10 19:22:00,0.0,0.0,0.0,0.0,2.2
U0008,P0197,5.0,1.0,3.0,2024-08-21 22:18:00,0.0,0.0,0.0,0.0,2.2
U0008,P0200,0.0,0.0,0.0,0,1.0,32.0,0.0,0.0,0.1
U0009,P0002,0.0,0.0,0.0,0,1.0,8.0,0.0,0.0,0.1
U0009,P0006,0.0,0.0,0.0,0,1.0,25.0,0.0,0.0,0.1
U0009,P0007,1.0,1.0,3.0,2024-09-15 04:37:00,0.0,0.0,0.0,0.0,0.6000000000000001
U0009,P0012,5.0,1.0,2.0,2024-08-26 07:12:00,0.0,0.0,0.0,0.0,2.2
U0009,P0016,0.0,0.0,0.0,0,1.0,91.0,0.0,0.0,0.1
U0009,P0018,0.0,0.0,0.0,0,1.0,38.0,0.0,0.0,0.1
U0009,P0019,0.0,0.0,0.0,0,1.0,6.0,0.0,0.0,0.1
U0009,P0022,0.0,0.0,0.0,0,1.0,5.0,0.0,0.0,0.1
U0009,P0028,0.0,0.0,0.0,0,1.0,60.0,0.0,0.0,0.1
U0009,P0029,4.0,1.0,1.0,2024-03-26 08:02:00,0.0,0.0,0.0,0.0,1.8
U0009,P0030,0.0,0.0,0.0,0,2.0,58.0,1.0,0.0,0.35
U0009,P0031,4.0,1.0,3.0,2024-01-05 22:08:00,0.0,0.0,0.0,0.0,1.8
U0009,P0033,0.0,0.0,0.0,0,1.0,29.0,0.0,0.0,0.1
U0009,P0037,0.0,0.0,0.0,0,1.0,14.0,0.0,0.0,0.1
U0009,P0043,0.0,0.0,0.0,0,1.0,13.0,0.0,0.0,0.1
U0009,P0044,0.0,0.0,0.0,0,1.0,22.0,0.0,0.0,0.1
U0009,P0045,3.0,1.0,2.0,2024-04-19 20:47:00,0.0,0.0,0.0,0.0,1.4000000000000001
U0009,P0048,5.0,1.0,2.0,2024-05-01 13:35:00,0.0,0.0,0.0,0.0,2.2
U0009,P0049,0.0,0.0,0.0,0,1.0,28.0,0.0,0.0,0.1
U0009,P0055,4.0,1.0,2.0,2024-10-15 10:27:00,0.0,0.0,0.0,0.0,1.8
U0009,P0067,0.0,0.0,0.0,0,1.0,159.0,1.0,0.0,0.25
U0009,P0068,1.0,1.0,1.0,2024-08-24 22:13:00,0.0,0.0,0.0,0.0,0.6000000000000001
U0009,P0073,0.0,0.0,0.0,0,1.0,50.0,0.0,0.0,0.1
U0009,P0074,0.0,0.0,0.0,0,1.0,27.0,0.0,0.0,0.1
U0009,P0077,0.0,0.0,0.0,0,1.0,76.0,0.0,0.0,0.1
U0009,P0082,0.0,0.0,0.0,0,2.0,18.0,0.0,0.0,0.2
U0009,P0085,4.0,1.0,4.0,2024-07-29 02:23:00,0.0,0.0,0.0,0.0,1.8
U0009,P0086,0.0,0.0,0.0,0,1.0,22.0,1.0,0.0,0.25
U0009,P0091,0.0,0.0,0.0,0,2.0,27.0,1.0,0.0,0.35
