transaction_id,user_id,product_id,quantity,rating,timestamp,payment_method
T000047,U0243,P0019,4.0,4,2024-07-23 03:35:00,Net Banking
T000048,U0145,P0024,1.0,2,2024-07-21 02:40:00,Credit Card
T000049,U0500,P0058,3.0,4,2024-07-27 15:22:00,Net Banking
T000050,U0117,P0075,3.0,4,2024-08-19 23:32:00,UPI
T000051,U0329,P0161,1.0,4,2024-10-06 17:28:00,Debit Card
T000052,U0436,P0074,2.0,3,2024-02-07 15:08:00,UPI
T000053,U0051,P0168,4.0,2,2024-07-22 23:39:00,UPI
T000054,U0019,P0039,4.0,5,2024-05-18 08:53:00,Debit Card
T000055,U0093,P0196,4.0,4,2024-05-20 16:01:00,UPI
T000056,U0286,P0044,4.0,4,2024-09-19 13:09:00,UPI
T000057,U0002,P0158,1.0,4,2024-02-13 07:30:00,UPI
T000058,U0064,P0053,2.0,,2024-10-31 07:55:00,Debit Card
T000059,U0141,P0029,4.0,4,2024-06-12 21:35:00,COD
T000060,U0387,P0091,1.0,4,2024-12-06 09:05:00,Credit Card
T000061,U0460,P0052,2.0,2,2024-07-20 17:48:00,UPI
T000062,U0430,P0176,2.0,5,2024-10-02 03:34:00,Credit Card
T000063,U0067,P0143,2.0,5,2024-10-05 16:01:00,Debit Card
T000064,U0458,P0165,3.0,5,2024-01-08 22:29:00,Credit Card
T000065,U0313,P0087,4.0,4,2024-02-28 05:39:00,Net Banking
T000066,U0306,P0091,2.0,5,2024-07-10 23:39:00,Net Banking
T000067,U0009,P0147,2.0,3,2024-03-07 21:57:00,Credit Card
T000068,U0234,P0145,4.0,1,2024-11-28 23:03:00,Debit Card
T000069,U0165,P0024,2.0,4,2024-12-05 01:16:00,Credit Card
T000070,U0035,P0195,1.0,4,2024-09-08 18:43:00,Credit Card
T000071,U0011,P0123,4.0,2,2024-04-02 01:10:00,UPI
T000072,U0380,P0054,1.0,2,2024-03-28 11:15:00,Debit Card
T000073,U0117,P0170,1.0,3,2024-06-02 09:14:00,COD
T000074,U0455,P0120,3.0,4,2024-10-27 02:48:00,UPI
T000075,U0120,P0056,4.0,4,2024-11-30 13:54:00,Credit Card
T000076,U0054,P0085,2.0,3,2024-10-16 15:39:00,UPI
T000077,U0429,P0152,4.0,2,2024-10-09 11:38:00,Net Banking
T000078,U0494,P0099,4.0,5,2024-09-26 07:45:00,UPI
T000079,U0022,P0089,1.0,4,2024-12-12 07:19:00,Net Banking
T000080,U0492,P0180,3.0,4,2024-03-22 00:16:00,UPI
T000081,U0439,P0015,2.0,5,2024-06-11 21:26:00,Net Banking
T000082,U0307,P0096,4.0,3,2024-03-17 13:00:00,Credit Card
T000083,U0462,P0131,4.0,4,2024-06-28 08:20:00,UPI
T000084,U0316,P0016,2.0,5,2024-04-29 09:36:00,UPI
T000085,U0374,P0105,1.0,3,2024-11-07 00:45:00,Credit Card
T000086,U0210,P0107,3.0,4,2024-01-30 20:40:00,UPI
T000087,U0124,P0162,2.0,,2024-06-16 15:15:00,UPI
T000088,U0236,P0164,4.0,4,2024-04-25 18:13:00,Net Banking
T000089,U0256,P0115,1.0,3,2024-02-10 20:07:00,COD
T000090,U0400,P0153,2.0,4,2024-11-12 11:07:00,Credit Card
T000091,U0221,,4.0,4,2024-10-18 13:53:00,UPI
T000092,U0105,P0161,4.0,2,2024-02-28 12:43:00,UPI
T000093,U0250,P0189,3.0,,2024-11-25 23:06:00,UPI
T000094,U0446,P0102,2.0,5,2024-02-19 04:17:00,UPI
T000095,U0466,P0068,4.0,3,2024-11-14 20:09:00,COD
T000096,U0041,P0073,2.0,4,2024-09-13 08:47:00,Credit Card
T000097,U0075,P0095,1.0,5,2024-11-03 21:22:00,Debit Card
T000098,U0353,P0046,4.0,1,2024-05-21 12:06:00,Credit Card
T000099,U0250,P0181,3.0,3,2024-03-23 07:47:00,UPI
T000100,U0228,P0002,4.0,2,2024-02-24 00:21:00,UPI
T000101,U0063,P0075,4.0,3,2024-09-22 09:44:00,UPI
T000102,U0102,P0015,4.0,4,2024-08-17 05:06:00,UPI
T000103,U0026,P0165,1.0,3,2024-07-15 01:21:00,Net Banking
T000104,U0022,P0063,1.0,3,2024-10-06 20:57:00,Debit Card
T000105,U0385,P0013,1.0,2,2024-03-05 14:06:00,Debit Card
T000106,U0073,P0125,1.0,3,2024-01-19 17:50:00,Credit Card
T000107,U0043,P0152,3.0,2,2024-12-08 02:51:00,Debit Card
T000108,U0465,P0052,1.0,5,2024-06-19 04:26:00,Credit Card
T000109,U0133,P0063,2.0,1,2024-06-18 23:07:00,Debit Card
T000110,U0335,P0178,3.0,5,2024-12-30 22:02:00,UPI
T000111,U0355,P0090,4.0,2,2024-12-08 22:59:00,UPI
T000112,U0256,P0063,4.0,4,2024-07-19 16:56:00,Net Banking
T000113,U0122,P0184,1.0,4,2024-11-25 13:45:00,Credit Card
T000114,U0032,P0015,2.0,2,2024-04-25 12:16:00,UPI
T000115,U0248,P0037,4.0,5,2024-09-27 11:10:00,Credit Card
T000116,U0423,P0184,2.0,2,2024-07-09 08:15:00,Credit Card
T000117,U0023,P0184,4.0,1,2024-10-18 22:13:00,Debit Card
T000118,U0142,P0082,2.0,,2024-06-22 09:32:00,Debit Card
T000119,U0223,P0152,3.0,5,2024-04-09 23:29:00,Debit Card
T000120,U0179,P0053,4.0,4,2024-07-12 07:23:00,Credit Card
T000121,U0198,P0072,3.0,5,2024-06-03 03:13:00,Credit Card
T000122,U0273,P0193,4.0,3,2024-08-11 12:42:00,Credit Card
T000123,U0005,P0044,1.0,4,2024-05-09 02:24:00,UPI
T000124,U0483,P0001,4.0,5,2024-11-27 22:53:00,Credit Card
T000125,U0268,P0130,1.0,4,2024-11-25 08:32:00,UPI
T000126,U0297,P0159,4.0,4,2024-08-19 20:34:00,Debit Card
T000127,U0446,P0198,3.0,3,2024-05-19 15:33:00,COD
T000128,U0348,P0126,4.0,5,2024-08-05 09:23:00,Credit Card
T000129,U0041,P0173,1.0,4,2024-08-08 06:40:00,Credit Card
T000130,U0165,P0005,1.0,4,2024-04-16 07:46:00,COD
T000131,U0195,P0184,3.0,3,2024-04-26 19:49:00,Debit Card
T000132,U0485,P0196,3.0,4,2024-09-29 00:57:00,Debit Card
T000133,U0409,,4.0,5,2024-06-14 05:15:00,UPI
T000134,U0211,P0099,2.0,2,2024-09-02 10:22:00,UPI
T000135,U0354,P0179,2.0,2,2024-07-29 17:13:00,Debit Card
T000136,U0410,P0031,2.0,4,2024-10-31 01:47:00,UPI
T000137,U0235,P0148,2.0,5,2024-11-16 16:06:00,Credit Card
T000138,U0427,P0052,1.0,1,2024-03-12 12:01:00,Net Banking
T000139,U0485,P0118,4.0,3,2024-02-21 22:18:00,UPI
T000140,U0375,P0063,2.0,3,2024-10-17 20:03:00,UPI
T000141,U0159,P0069,1.0,3,2024-01-10 17:53:00,Debit Card
T000142,U0189,P0135,4.0,2,2024-03-14 07:16:00,UPI
T000143,U0335,P0128,3.0,4,2024-01-22 11:14:00,Debit Card
T000144,U0122,P0114,2.0,2,2024-09-17 00:25:00,UPI
T000145,U0100,P0030,4.0,2,2024-04-01 15:12:00,UPI
T000146,U0148,P0103,2.0,,2024-04-29 09:03:00,Debit Card
T000147,U0076,P0028,3.0,2,2024-08-21 22:43:00,Credit Card
T000148,U0403,P0115,4.0,3,2024-04-06 17:03:00,Debit Card
T000149,U0333,P0142,3.0,5,2024-03-13 18:14:00,Debit Card
T000150,U0168,P0069,2.0,5,2024-11-02 17:19:00,UPI
T000151,U0471,P0001,2.0,4,2024-07-04 05:11:00,COD
T000152,U0390,P0148,1.0,4,2024-10-25 13:07:00,Credit Card
T000153,U0178,P0152,3.0,4,2024-12-17 06:46:00,Debit Card
T000154,U0347,P0033,3.0,4,2024-08-08 09:54:00,Debit Card
T000155,U0494,P0125,3.0,4,2024-03-25 15:34:00,COD
T000156,U0127,P0192,1.0,4,2024-03-10 17:19:00,UPI
T000157,U0030,P0124,2.0,3,2024-08-07 20:35:00,Debit Card
T000158,U0181,P0166,1.0,5,2024-05-09 05:58:00,Credit Card
T000159,U0199,P0119,3.0,3,2024-10-13 12:27:00,Credit Card
T000160,U0475,P0072,3.0,4,2024-01-30 11:35:00,COD
T000161,U0185,P0179,1.0,3,2024-03-10 11:50:00,Debit Card
T000162,U0313,P0079,2.0,4,2024-11-06 04:11:00,COD
T000163,U0001,P0100,2.0,4,2024-10-09 08:07:00,Net Banking
T000164,U0406,P0175,4.0,3,2024-04-27 14:53:00,Debit Card
T000165,U0230,P0035,1.0,1,2024-09-23 08:03:00,Debit Card
T000166,U0328,P0003,1.0,4,2024-09-21 00:57:00,UPI
T000167,U0272,P0001,3.0,5,2024-11-19 03:47:00,Debit Card
T000168,U0316,P0077,1.0,3,2024-12-15 07:53:00,Net Banking
T000169,U0298,P0175,3.0,4,2024-04-04 03:20:00,COD
T000170,U0412,P0175,4.0,4,2024-08-07 11:02:00,Debit Card
T000171,U0178,P0196,1.0,4,2024-05-12 14:40:00,Credit Card
T000172,U0306,P0169,1.0,1,2024-03-26 06:58:00,COD
T000173,U0312,P0026,3.0,3,2024-06-02 14:18:00,Debit Card
T000174,U0386,P0124,4.0,4,2024-12-23 03:46:00,Net Banking
T000175,U0421,P0002,1.0,3,2024-06-22 23:51:00,Credit Card
T000176,U0476,P0100,4.0,4,2024-01-19 05:07:00,Net Banking
T000177,U0113,P0108,3.0,4,2024-01-13 13:16:00,Credit Card
T000178,U0499,P0005,1.0,1,2024-09-28 11:02:00,UPI
T000179,U0369,P0023,2.0,5,2024-02-24 05:34:00,Net Banking
T000180,U0199,P0047,3.0,3,2024-04-08 23:02:00,Debit Card
T000181,U0090,P0195,3.0,4,2024-09-03 11:32:00,UPI
T000182,U0440,P0178,3.0,2,2024-07-15 18:58:00,Credit Card
T000183,U0215,P0061,3.0,4,2024-03-05 02:52:00,Net Banking
T000184,U0456,P0192,1.0,5,2024-07-02 19:44:00,Credit Card
T000185,U0139,P0032,1.0,4,2024-07-16 09:05:00,UPI
T000186,U0181,P0084,1.0,5,2024-06-15 17:09:00,Debit Card
T000187,U0081,P0173,2.0,4,2024-11-28 06:19:00,Net Banking
T000188,U0054,P0093,1.0,1,2024-11-28 03:22:00,Credit Card
T000189,U0101,P0005,3.0,4,2024-03-17 00:54:00,UPI
T000190,U0227,P0192,4.0,,2024-01-15 11:20:00,Net Banking
T000191,U0261,P0089,4.0,5,2024-07-12 23:03:00,UPI
T000192,U0090,P0049,3.0,5,2024-08-24 08:06:00,Credit Card
T000193,U0216,P0119,,5,2024-11-15 01:36:00,Net Banking
T000194,U0128,P0098,1.0,2,2024-12-24 08:41:00,Credit Card
T000195,U0139,P0168,1.0,1,2024-10-17 23:11:00,Net Banking
T000196,U0200,P0195,4.0,5,2024-06-05 23:09:00,Credit Card
T000197,U0100,P0066,4.0,2,2024-04-18 03:40:00,Credit Card
T000198,U0119,P0029,2.0,4,2024-01-27 10:00:00,Debit Card
T000199,U0249,P0068,2.0,5,2024-11-16 08:30:00,Credit Card
T000200,U0129,P0165,1.0,4,2024-08-11 07:06:00,Net Banking
T000201,U0151,P0101,2.0,3,2024-02-03 13:55:00,Credit Card
T000202,U0027,P0067,3.0,5,2024-12-24 07:09:00,Credit Card
T000203,U0418,P0065,4.0,3,2024-09-03 10:24:00,Net Banking
T000204,U0171,P0008,1.0,4,2024-06-01 02:55:00,Credit Card
T000205,U0380,P0034,3.0,2,2024-08-23 12:14:00,COD
T000206,U0071,P0188,1.0,3,2024-05-15 21:48:00,Credit Card
T000207,U0256,P0023,2.0,5,2024-08-22 01:52:00,COD
T000208,U0032,P0043,3.0,4,2024-11-08 10:34:00,UPI
T000209,U0032,P0052,4.0,5,2024-07-10 11:25:00,Net Banking
T000210,U0372,,3.0,1,2024-03-13 12:29:00,Net Banking
T000211,U0409,P0017,3.0,,2024-12-09 10:15:00,COD
T000212,U0201,P0026,2.0,1,2024-03-08 03:01:00,Credit Card
T000213,U0011,P0018,4.0,4,2024-09-15 15:56:00,UPI
T000214,U0374,P0085,2.0,3,2024-03-04 04:04:00,COD
T000215,U0210,P0002,2.0,1,2024-04-20 05:04:00,Net Banking
T000216,U0365,P0075,1.0,5,2024-10-21 07:35:00,UPI
T000217,U0131,P0129,1.0,,2024-09-24 01:01:00,UPI
T000218,U0480,P0140,3.0,,2024-09-07 20:46:00,UPI
T000219,U0358,P0170,2.0,5,2024-03-20 13:55:00,Debit Card
T000220,U0028,P0169,3.0,4,2024-08-18 18:45:00,Debit Card
T000221,U0149,P0125,4.0,5,2024-10-31 07:21:00,Credit Card
T000222,U0423,P0169,1.0,5,2024-06-23 14:40:00,COD
T000223,U0105,P0191,4.0,4,2024-01-25 08:51:00,Credit Card
T000224,U0425,P0060,3.0,5,2024-12-30 20:39:00,Net Banking
T000225,U0338,P0175,2.0,1,2024-02-28 23:05:00,Credit Card
T000226,U0363,P0083,3.0,4,2024-08-09 06:19:00,Net Banking
T000227,U0341,P0079,4.0,2,2024-01-21 04:03:00,Credit Card
T000228,U0124,P0091,1.0,4,2024-06-30 03:20:00,Credit Card
T000229,U0130,P0127,2.0,4,2024-06-07 23:48:00,Debit Card
T000230,U0307,P0128,2.0,4,2024-09-30 08:05:00,UPI
T000231,U0385,P0129,2.0,4,2024-05-01 18:41:00,Debit Card
T000232,U0263,P0117,2.0,4,2024-01-29 10:14:00,Debit Card
T000233,U0325,P0109,3.0,2,2024-05-09 13:47:00,Credit Card
T000234,,P0112,1.0,4,2024-02-18 01:44:00,UPI
T000235,U0179,P0040,4.0,2,2024-09-25 01:03:00,COD
T000236,U0027,P0062,3.0,4,2024-02-26 04:27:00,UPI
T000237,U0447,P0188,1.0,4,2024-09-23 07:46:00,UPI
T000238,U0002,P0009,3.0,2,2024-12-12 21:37:00,Credit Card
T000239,U0061,P0200,2.0,4,2024-08-08 03:58:00,Credit Card
T000240,U0339,P0050,4.0,,2024-11-14 11:27:00,Debit Card
T000241,U0272,P0100,3.0,3,2024-09-17 01:33:00,UPI
T000242,U0018,P0021,4.0,3,2024-04-09 06:37:00,UPI
T000243,U0243,P0013,3.0,,2024-01-26 09:38:00,Credit Card
T000244,U0453,P0092,3.0,4,2024-09-11 12:30:00,Debit Card
T000245,U0449,P0153,3.0,3,2024-04-16 13:05:00,UPI
T000246,U0057,P0070,4.0,5,2024-10-01 05:43:00,UPI
T000247,U0240,P0096,3.0,3,2024-08-20 09:58:00,Debit Card
T000248,U0435,P0170,2.0,5,2024-04-21 05:35:00,COD
T000249,U0402,P0169,3.0,4,2024-12-12 17:08:00,Net Banking
T000250,U0064,P0010,3.0,4,2024-01-21 23:25:00,UPI
T000251,U0461,P0058,3.0,2,2024-01-24 06:02:00,Debit Card
T000252,U0409,P0185,4.0,2,2024-06-10 02:33:00,COD
T000253,U0155,P0089,2.0,5,2024-05-11 21:08:00,Net Banking
T000254,U0104,P0187,4.0,3,2024-01-21 18:18:00,Debit Card
T000255,U0369,P0089,3.0,,2024-04-26 12:32:00,Debit Card
T000256,U0316,P0192,3.0,4,2024-04-12 03:13:00,Debit Card
T000257,U0407,P0036,1.0,4,2024-07-02 08:39:00,COD
T000258,U0014,P0191,3.0,3,2024-12-28 23:33:00,Debit Card
T000259,U0061,P0195,3.0,4,2024-09-10 16:54:00,UPI
T000260,U0366,P0034,3.0,5,2024-05-09 22:12:00,Net Banking
T000261,U0477,P0009,2.0,4,2024-01-26 04:31:00,COD
T000262,U0464,P0047,3.0,4,2024-01-13 11:11:00,UPI
T000263,U0060,P0128,2.0,2,2024-08-27 15:51:00,UPI
T000264,U0060,P0139,1.0,4,2024-02-20 01:32:00,Credit Card
T000265,U0161,P0007,2.0,4,2024-11-28 00:01:00,UPI
T000266,U0286,P0146,2.0,3,2024-12-29 15:51:00,Credit Card
T000267,U0276,P0198,4.0,4,2024-12-20 16:01:00,Debit Card
T000268,U0410,P0139,4.0,5,2024-04-08 12:34:00,COD
T000269,U0455,P0190,3.0,5,2024-03-17 07:37:00,Debit Card
T000270,U0312,P0039,2.0,2,2024-02-21 18:49:00,UPI
T000271,U0386,P0156,3.0,4,2024-03-25 04:07:00,Credit Card
T000272,U0059,P0147,1.0,4,2024-03-05 08:56:00,Net Banking
T000273,U0378,P0078,2.0,3,2024-07-10 11:06:00,Credit Card
T000274,U0498,P0104,2.0,4,2024-12-17 01:55:00,Debit Card
T000275,U0442,P0139,3.0,4,2024-10-02 17:02:00,COD
T000276,U0192,P0025,3.0,4,2024-06-23 06:57:00,Debit Card
T000277,U0422,P0065,3.0,4,2024-05-12 05:59:00,Debit Card
T000278,U0023,P0154,1.0,4,2024-11-03 07:55:00,COD
T000279,U0355,P0198,1.0,2,2024-06-14 14:20:00,Credit Card
T000280,U0362,P0027,1.0,,2024-10-25 23:39:00,UPI
T000281,U0438,P0081,4.0,5,2024-08-29 00:39:00,UPI
T000282,U0468,P0103,3.0,5,2024-03-30 14:28:00,Credit Card
T000283,U0310,P0063,1.0,3,2024-06-27 08:48:00,Credit Card
T000284,U0186,P0064,1.0,3,2024-08-20 12:38:00,UPI
T000285,U0012,P0004,4.0,4,2024-05-10 13:09:00,Credit Card
T000286,U0478,P0017,4.0,1,2024-12-16 20:55:00,UPI
T000287,U0289,P0001,4.0,3,2024-01-20 19:17:00,COD
T000288,U0489,P0134,2.0,4,2024-08-12 22:34:00,Net Banking
T000289,U0483,P0025,1.0,4,2024-05-07 00:34:00,UPI
T000290,U0470,P0040,3.0,4,2024-08-13 17:09:00,Credit Card
T000291,U0093,P0138,4.0,,2024-11-26 15:17:00,Debit Card
T000292,U0260,P0148,3.0,5,2024-04-01 20:06:00,UPI
T000293,U0469,P0013,4.0,4,2024-11-20 16:44:00,Credit Card
T000294,U0040,P0067,2.0,1,2024-07-14 13:06:00,UPI
T000295,U0329,P0021,4.0,5,2024-09-16 04:29:00,COD
T000296,U0262,P0098,4.0,4,2024-01-16 09:49:00,Net Banking
T000297,U0049,P0152,4.0,3,2024-05-21 06:05:00,Credit Card
T000298,U0471,P0114,2.0,3,2024-03-23 19:04:00,UPI
T000299,U0024,P0026,4.0,4,2024-01-22 16:12:00,UPI
T000300,U0305,P0141,1.0,4,2024-05-18 18:26:00,COD
T000301,U0096,P0129,4.0,4,2024-11-14 04:09:00,UPI
T000302,U0441,P0084,3.0,,2024-07-31 06:20:00,Debit Card
T000303,U0262,P0113,3.0,2,2024-04-07 22:41:00,UPI
T000304,U0330,P0050,1.0,4,2024-03-30 09:39:00,Credit Card
T000305,U0226,P0172,3.0,3,2024-04-17 21:10:00,Credit Card
T000306,U0481,P0045,1.0,4,2024-07-09 15:53:00,UPI
T000307,U0458,P0165,4.0,5,2024-08-26 18:47:00,Credit Card
T000308,U0336,P0018,1.0,4,2024-07-07 17:03:00,Net Banking
T000309,U0246,P0057,3.0,4,2024-12-27 10:14:00,Credit Card
T000310,U0471,P0132,4.0,4,2024-08-16 21:02:00,Credit Card
T000311,U0028,P0109,3.0,4,2024-01-06 16:19:00,UPI
T000312,U0316,P0180,2.0,5,2024-03-20 03:07:00,UPI
T000313,U0294,P0004,2.0,4,2024-03-22 04:55:00,Credit Card
T000314,U0321,P0021,1.0,5,2024-04-29 08:00:00,UPI
T000315,U0365,P0132,2.0,2,2024-04-08 01:14:00,Debit Card
T000316,U0137,P0159,1.0,4,2024-10-17 17:11:00,Debit Card
T000317,U0193,P0178,1.0,2,2024-03-02 03:14:00,Net Banking
T000318,U0195,P0170,4.0,2,2024-03-04 20:12:00,Debit Card
T000319,U0367,P0107,4.0,4,2024-06-24 05:51:00,Credit Card
T000320,U0304,P0020,1.0,5,2024-08-22 13:07:00,Credit Card
T000321,U0107,P0102,1.0,5,2024-06-14 13:52:00,Credit Card
T000322,U0449,P0193,3.0,4,2024-03-14 23:03:00,Net Banking
T000323,U0313,P0007,,5,2024-04-17 10:26:00,Credit Card
T000324,U0156,P0189,3.0,4,2024-06-27 23:06:00,UPI
T000325,U0359,P0155,3.0,5,2024-06-06 07:49:00,Net Banking
T000326,U0090,P0080,3.0,4,2024-10-01 09:29:00,Net Banking
T000327,U0302,P0097,3.0,1,2024-11-15 04:10:00,UPI
T000328,U0339,P0061,4.0,5,2024-04-02 04:35:00,Debit Card
T000329,U0294,P0139,1.0,5,2024-01-27 06:32:00,COD
T000330,U0025,P0176,1.0,5,2024-02-28 17:48:00,Net Banking
T000331,U0048,P0060,2.0,3,2024-12-30 14:10:00,Debit Card
T000332,U0043,P0030,3.0,5,2024-05-29 10:48:00,Debit Card
T000333,U0090,P0060,2.0,,2024-07-01 21:07:00,Net Banking
T000334,U0109,P0058,4.0,5,2024-09-26 06:48:00,UPI
T000335,U0151,P0065,3.0,5,2024-01-24 13:48:00,UPI
T000336,U0299,P0111,3.0,3,2024-08-26 14:27:00,UPI
T000337,U0052,P0146,2.0,5,2024-03-20 20:58:00,UPI
T000338,U0481,P0026,4.0,3,2024-08-22 23:55:00,UPI
T000339,U0355,P0076,4.0,2,2024-08-31 20:56:00,Credit Card
T000340,U0144,P0196,3.0,4,2024-09-28 19:58:00,UPI
T000341,U0001,P0148,3.0,4,2024-08-09 14:24:00,Debit Card
T000342,U0020,P0176,4.0,4,2024-05-23 06:13:00,COD
T000343,U0458,P0029,3.0,3,2024-10-30 16:12:00,Credit Card
T000344,U0433,P0183,3.0,5,2024-07-10 03:25:00,UPI
T000345,U0133,P0013,2.0,4,2024-04-27 06:26:00,UPI
T000346,U0464,P0101,2.0,4,2024-11-30 04:32:00,UPI
T000347,U0394,P0179,3.0,,2024-08-24 07:11:00,Credit Card
T000348,U0201,P0037,2.0,5,2024-01-14 03:04:00,COD
T000349,U0374,P0076,3.0,4,2024-02-02 12:27:00,Net Banking
T000350,U0009,P0147,3.0,5,2024-01-10 03:43:00,Credit Card
T000351,U0308,P0008,4.0,3,2024-11-15 05:57:00,UPI
T000352,U0363,P0193,1.0,2,2024-12-01 09:39:00,UPI
T000353,U0393,P0033,1.0,3,2024-01-14 13:40:00,Credit Card
T000354,U0159,P0174,2.0,5,2024-01-01 02:39:00,Debit Card
T000355,U0252,P0187,1.0,4,2024-10-04 23:31:00,Credit Card
T000356,U0279,P0030,4.0,5,2024-03-31 23:26:00,COD
T000357,U0322,P0003,1.0,4,2024-06-25 21:19:00,Credit Card
T000358,U0293,P0134,4.0,3,2024-04-19 22:24:00,Credit Card
T000359,U0003,P0041,4.0,1,2024-10-13 16:28:00,COD
T000360,U0438,P0108,1.0,4,2024-02-26 20:28:00,UPI
T000361,U0148,P0143,4.0,2,2024-05-20 14:55:00,COD
T000362,U0370,P0024,2.0,4,2024-06-02 14:02:00,UPI
T000363,U0319,P0179,2.0,5,2024-05-12 15:24:00,UPI
T000364,U0350,P0021,1.0,2,2024-07-08 10:56:00,Credit Card
T000365,U0194,P0113,2.0,4,2024-09-08 23:04:00,UPI
T000366,U0164,P0101,2.0,3,2024-01-06 13:06:00,Net Banking
T000367,U0492,P0121,3.0,4,2024-11-25 02:10:00,Debit Card
T000368,U0169,P0195,3.0,4,2024-12-06 16:02:00,Credit Card
T000369,U0224,P0148,2.0,4,2024-10-29 16:02:00,Debit Card
T000370,U0200,P0182,1.0,5,2024-02-11 04:00:00,Net Banking
T000371,U0368,P0052,4.0,5,2024-07-12 16:21:00,Net Banking
T000372,U0127,P0103,4.0,3,2024-10-19 18:29:00,Credit Card
T000373,U0403,P0134,1.0,5,2024-12-18 09:30:00,UPI
T000374,U0473,P0189,1.0,5,2024-05-11 01:24:00,Net Banking
T000375,U0055,P0096,3.0,4,2024-06-25 03:06:00,UPI
T000376,U0470,P0038,1.0,4,2024-10-14 08:01:00,UPI
T000377,U0026,P0183,1.0,3,2024-01-17 18:08:00,Debit Card
T000378,U0279,P0186,1.0,3,2024-03-27 16:49:00,Net Banking
T000379,U0305,P0024,3.0,4,2024-06-11 01:44:00,Net Banking
T000380,U0098,P0060,4.0,1,2024-12-05 19:44:00,Debit Card
T000381,U0369,P0047,4.0,5,2024-01-16 17:15:00,UPI
T000382,U0374,P0098,3.0,4,2024-09-05 18:59:00,Credit Card
T000383,U0078,P0166,2.0,4,2024-12-01 06:33:00,UPI
T000384,,P0154,1.0,3,2024-06-25 17:10:00,Net Banking
T000385,U0444,P0047,3.0,3,2024-06-23 06:15:00,Credit Card
T000386,U0168,P0089,1.0,1,2024-06-22 03:34:00,UPI
