event_id,user_id,product_id,event_type,session_id,timestamp,device,page_duration_sec,date,hour
E0000027,U0025,P0075,add_to_cart,S001045,2024-04-08 00:24:16,desktop,20,2024-04-08,0
E0000028,U0269,P0017,product_view,S002987,2024-04-15 07:35:52,mobile,15,2024-04-15,7
E0000029,U0018,P0122,purchase,S001348,2024-01-18 15:07:34,mobile,4,2024-01-18,15
E0000030,U0487,P0122,page_view,S001994,2024-08-09 14:16:37,mobile,1,2024-08-09,14
E0000031,U0197,P0193,add_to_cart,S002999,2024-03-20 23:05:50,desktop,29,2024-03-20,23
E0000032,U0111,P0025,page_view,S002425,2024-03-21 23:08:50,tablet,25,2024-03-21,23
E0000033,U0127,P0001,wishlist_add,S000112,2024-05-13 21:11:28,mobile,39,2024-05-13,21
E0000034,U0159,P0127,remove_from_cart,S001557,2024-11-15 07:54:22,mobile,5,2024-11-15,7
E0000035,U0313,P0012,purchase,S001420,2024-06-07 01:16:57,mobile,9,2024-06-07,1
E0000036,U0271,P0043,purchase,S002216,2024-08-04 11:50:14,mobile,52,2024-08-04,11
E0000037,U0491,P0057,add_to_cart,S001624,2024-07-08 06:22:59,mobile,15,2024-07-08,6
E0000038,U0037,P0026,remove_from_cart,S001559,2024-09-27 12:09:46,mobile,10,2024-09-27,12
E0000039,U0288,P0064,add_to_cart,S000203,2024-01-25 21:43:50,tablet,111,2024-01-25,21
E0000040,U0087,P0162,page_view,S002185,2024-10-21 18:48:22,tablet,85,2024-10-21,18
E0000041,U0421,P0152,wishlist_add,S002946,2024-04-06 14:13:10,mobile,32,2024-04-06,14
E0000042,U0186,P0120,search,S002868,2024-01-06 19:12:25,mobile,15,2024-01-06,19
E0000043,U0190,P0138,product_view,S002433,2024-02-27 00:46:32,mobile,2,2024-02-27,0
E0000044,U0208,P0095,purchase,S000901,2024-06-21 19:12:24,mobile,48,2024-06-21,19
E0000045,U0402,P0189,wishlist_add,S001425,2024-04-01 03:17:58,mobile,16,2024-04-01,3
E0000046,U0007,P0032,remove_from_cart,S002275,2024-02-27 11:20:37,mobile,10,2024-02-27,11
E0000047,U0365,P0109,product_view,S002043,2024-01-12 13:17:03,desktop,6,2024-01-12,13
E0000048,U0043,P0176,product_view,S001780,2024-10-05 23:14:59,mobile,17,2024-10-05,23
E0000049,U0012,P0139,page_view,S001414,2024-03-29 17:03:45,desktop,16,2024-03-29,17
E0000050,U0233,P0049,product_view,S001416,2024-11-05 20:27:40,mobile,2,2024-11-05,20
E0000051,U0137,P0089,product_view,S000008,2024-09-17 06:46:57,mobile,10,2024-09-17,6
E0000052,U0050,P0170,page_view,S002279,2024-03-17 13:46:47,mobile,40,2024-03-17,13
E0000053,U0078,P0151,page_view,S002964,2024-11-05 17:33:28,mobile,14,2024-11-05,17
E0000054,U0380,P0101,product_view,S002473,2024-09-27 07:47:14,mobile,56,2024-09-27,7
E0000055,U0204,P0142,page_view,S000580,2024-06-06 02:42:53,tablet,16,2024-06-06,2
E0000056,U0254,P0074,search,S000416,2024-11-12 17:01:42,desktop,26,2024-11-12,17
E0000057,U0320,P0124,add_to_cart,S000126,2024-08-22 11:02:14,desktop,41,2024-08-22,11
E0000058,U0043,P0189,add_to_cart,S002459,2024-04-03 19:56:53,mobile,0,2024-04-03,19
E0000059,U0055,P0157,add_to_cart,S001505,2024-12-23 14:44:55,mobile,53,2024-12-23,14
E0000060,U0401,P0145,add_to_cart,S002171,2024-05-24 21:38:31,desktop,7,2024-05-24,21
E0000061,U0245,P0149,add_to_cart,S001105,2024-06-16 21:14:50,desktop,37,2024-06-16,21
E0000062,U0153,P0070,search,S001810,2024-08-04 10:55:21,tablet,7,2024-08-04,10
E0000063,U0368,P0078,product_view,S000130,2024-04-16 17:36:47,tablet,31,2024-04-16,17
E0000064,U0497,P0006,purchase,S002412,2024-08-16 15:34:30,desktop,59,2024-08-16,15
E0000065,U0234,P0152,page_view,S000674,2024-09-01 06:42:16,mobile,24,2024-09-01,6
E0000066,U0096,P0131,page_view,S002642,2024-08-13 16:33:35,mobile,64,2024-08-13,16
E0000067,U0320,P0033,add_to_cart,S000096,2024-05-02 13:37:30,mobile,40,2024-05-02,13
E0000068,U0099,P0020,add_to_cart,S002764,2024-08-11 16:37:59,desktop,62,2024-08-11,16
E0000069,U0279,P0050,page_view,S002157,2024-08-18 16:43:36,desktop,20,2024-08-18,16
E0000070,U0104,P0044,purchase,S001804,2024-11-16 01:21:11,desktop,28,2024-11-16,1
E0000071,U0028,P0018,wishlist_add,S000526,2024-04-15 12:30:53,mobile,36,2024-04-15,12
E0000072,U0289,P0056,product_view,S001647,2024-07-15 11:26:22,mobile,56,2024-07-15,11
E0000073,U0401,P0044,product_view,S002277,2024-06-15 19:54:14,mobile,56,2024-06-15,19
E0000074,U0204,P0030,page_view,S002611,2024-11-16 02:17:13,mobile,8,2024-11-16,2
E0000075,U0187,P0086,add_to_cart,S002397,2024-05-16 22:29:23,desktop,11,2024-05-16,22
E0000076,U0243,P0119,page_view,S000034,2024-08-20 18:53:36,desktop,134,2024-08-20,18
E0000077,U0317,P0088,product_view,S002738,2024-01-16 13:41:09,desktop,86,2024-01-16,13
E0000078,U0106,P0023,page_view,S000373,2024-12-30 04:19:17,tablet,16,2024-12-30,4
E0000079,U0499,P0147,purchase,S002671,2024-07-23 06:44:10,mobile,1,2024-07-23,6
E0000080,U0311,P0166,product_view,S000202,2024-12-13 21:44:42,tablet,8,2024-12-13,21
E0000081,U0481,P0030,product_view,S002544,2024-10-25 11:15:36,mobile,10,2024-10-25,11
E0000082,U0378,P0052,search,S000893,2024-09-12 09:55:15,mobile,23,2024-09-12,9
E0000083,U0199,P0044,page_view,S002958,2024-12-23 12:13:05,desktop,34,2024-12-23,12
E0000084,U0161,P0006,purchase,S000638,2024-12-10 19:40:08,mobile,54,2024-12-10,19
E0000085,U0489,P0075,add_to_cart,S000933,2024-08-10 01:58:03,mobile,42,2024-08-10,1
E0000086,U0249,P0153,wishlist_add,S000934,2024-11-07 08:39:28,mobile,67,2024-11-07,8
E0000087,U0145,P0080,add_to_cart,S001119,2024-10-19 06:47:33,mobile,0,2024-10-19,6
E0000088,U0316,P0080,add_to_cart,S002443,2024-09-18 13:38:02,desktop,17,2024-09-18,13
E0000089,U0487,P0161,add_to_cart,S002996,2024-04-18 20:43:40,mobile,4,2024-04-18,20
E0000090,U0093,P0105,add_to_cart,S002849,2024-05-17 12:17:52,desktop,12,2024-05-17,12
E0000091,U0384,P0136,page_view,S000350,2024-09-28 10:27:49,mobile,20,2024-09-28,10
E0000092,U0312,P0168,page_view,S001927,2024-11-24 03:21:52,desktop,35,2024-11-24,3
E0000093,U0089,P0027,search,S002472,2024-09-23 06:35:24,mobile,28,2024-09-23,6
E0000094,U0006,P0062,search,S002271,2024-08-18 04:57:46,mobile,3,2024-08-18,4
E0000095,U0252,P0066,product_view,S002509,2024-05-04 02:30:53,mobile,3,2024-05-04,2
E0000096,U0082,P0177,wishlist_add,S002016,2024-06-05 07:31:25,mobile,2,2024-06-05,7
E0000097,U0478,P0148,search,S001204,2024-02-09 15:25:29,mobile,10,2024-02-09,15
E0000098,U0464,P0029,product_view,S000978,2024-12-12 02:57:10,mobile,0,2024-12-12,2
E0000099,U0452,P0141,search,S000743,2024-01-20 11:52:34,desktop,29,2024-01-20,11
E0000100,U0056,P0044,product_view,S002208,2024-05-12 04:17:58,mobile,9,2024-05-12,4
E0000101,U0061,P0041,search,S001218,2024-06-12 09:20:58,desktop,26,2024-06-12,9
E0000102,U0186,P0092,search,S002867,2024-04-18 17:16:40,mobile,25,2024-04-18,17
E0000103,U0212,P0082,remove_from_cart,S002088,2024-07-16 16:32:32,desktop,27,2024-07-16,16
E0000104,U0028,P0146,wishlist_add,S000594,2024-10-10 07:28:00,desktop,36,2024-10-10,7
E0000105,U0463,P0007,search,S002546,2024-12-22 02:55:23,desktop,46,2024-12-22,2
E0000106,U0275,P0039,page_view,S002742,2024-11-10 10:24:59,desktop,20,2024-11-10,10
E0000107,U0088,P0060,product_view,S001478,2024-09-30 08:19:39,mobile,20,2024-09-30,8
E0000108,U0440,P0081,wishlist_add,S000823,2024-05-12 11:24:24,tablet,21,2024-05-12,11
E0000109,U0277,P0089,page_view,S000048,2024-07-31 23:31:24,tablet,31,2024-07-31,23
E0000110,U0266,P0027,page_view,S002009,2024-03-06 19:13:53,mobile,99,2024-03-06,19
E0000111,U0010,P0076,page_view,S002534,2024-12-27 00:00:00,desktop,19,2024-12-27,0
E0000112,U0202,P0164,product_view,S002439,2024-08-16 15:25:09,desktop,65,2024-08-16,15
E0000113,U0156,P0191,page_view,S000139,2024-04-02 05:25:24,desktop,12,2024-04-02,5
E0000114,U0186,P0147,search,S001556,2024-11-05 12:41:23,mobile,21,2024-11-05,12
E0000115,U0248,P0113,page_view,S002215,2024-08-21 09:03:03,mobile,21,2024-08-21,9
E0000116,U0107,P0101,remove_from_cart,S002191,2024-07-17 12:40:10,mobile,29,2024-07-17,12
E0000117,U0435,P0006,search,S001391,2024-11-22 17:58:10,mobile,3,2024-11-22,17
E0000118,U0008,P0177,page_view,S001104,2024-08-26 10:55:07,desktop,38,2024-08-26,10
E0000119,U0058,P0101,add_to_cart,S002986,2024-04-18 19:51:15,desktop,162,2024-04-18,19
E0000120,U0255,P0145,page_view,S000285,2024-09-27 03:38:09,desktop,53,2024-09-27,3
E0000121,U0079,P0068,search,S001905,2024-09-17 01:22:46,desktop,16,2024-09-17,1
E0000122,U0325,P0073,page_view,S002788,2024-12-09 22:07:12,mobile,213,2024-12-09,22
E0000123,U0230,P0078,wishlist_add,S002221,2024-01-07 13:05:41,mobile,16,2024-01-07,13
E0000124,U0024,P0110,product_view,S001501,2024-11-05 14:08:16,desktop,101,2024-11-05,14
E0000125,U0076,P0140,product_view,S001477,2024-05-28 23:09:09,desktop,60,2024-05-28,23
E0000126,U0493,P0173,page_view,S002286,2024-10-13 12:12:43,mobile,42,2024-10-13,12
E0000127,U0128,P0060,search,S001767,2024-01-23 15:35:43,mobile,31,2024-01-23,15
E0000128,U0381,P0171,remove_from_cart,S002167,2024-02-14 01:32:26,mobile,8,2024-02-14,1
E0000129,U0426,P0111,purchase,S001037,2024-11-25 05:59:02,desktop,34,2024-11-25,5
E0000130,U0168,P0135,product_view,S002347,2024-06-02 06:06:34,mobile,19,2024-06-02,6
E0000131,U0071,P0026,product_view,S002829,2024-02-05 12:32:17,tablet,10,2024-02-05,12
E0000132,U0003,P0085,page_view,S001294,2024-04-11 16:23:34,mobile,10,2024-04-11,16
E0000133,U0488,P0149,add_to_cart,S002732,2024-02-06 14:18:58,tablet,2,2024-02-06,14
E0000134,U0072,P0126,search,S001469,2024-09-06 10:34:55,mobile,59,2024-09-06,10
E0000135,U0455,P0135,add_to_cart,S002518,2024-05-18 19:56:48,desktop,21,2024-05-18,19
E0000136,U0284,P0021,search,S001679,2024-03-23 20:08:26,mobile,2,2024-03-23,20
E0000137,U0176,P0038,page_view,S000380,2024-01-10 02:36:38,mobile,14,2024-01-10,2
E0000138,U0439,P0151,search,S002430,2024-08-16 10:20:14,mobile,4,2024-08-16,10
E0000139,U0094,P0042,product_view,S001884,2024-08-10 06:37:04,mobile,54,2024-08-10,6
E0000140,U0404,P0080,purchase,S000377,2024-11-26 07:37:04,mobile,3,2024-11-26,7
E0000141,U0391,P0106,page_view,S001567,2024-03-17 19:39:44,mobile,4,2024-03-17,19
E0000142,U0305,P0086,page_view,S000604,2024-02-28 21:00:07,desktop,47,2024-02-28,21
E0000143,U0399,P0046,product_view,S001957,2024-09-11 04:53:50,desktop,21,2024-09-11,4
E0000144,U0061,P0160,page_view,S000414,2024-04-19 02:16:20,mobile,38,2024-04-19,2
E0000145,U0056,P0105,remove_from_cart,S001719,2024-01-02 10:12:34,mobile,7,2024-01-02,10
E0000146,U0309,P0066,page_view,S001871,2024-05-18 03:57:24,mobile,45,2024-05-18,3
E0000147,U0490,P0032,add_to_cart,S002957,2024-11-06 21:42:39,mobile,8,2024-11-06,21
E0000148,U0308,P0055,wishlist_add,S000888,2024-06-15 05:06:28,mobile,0,2024-06-15,5
E0000149,U0494,P0091,page_view,S002893,2024-01-07 21:08:35,mobile,0,2024-01-07,21
E0000150,U0166,P0130,wishlist_add,S002146,2024-04-21 05:44:27,mobile,41,2024-04-21,5
E0000151,U0043,P0074,page_view,S001079,2024-06-06 00:24:04,tablet,35,2024-06-06,0
E0000152,U0136,P0111,page_view,S001404,2024-10-06 11:06:03,mobile,0,2024-10-06,11
E0000153,U0148,P0070,purchase,S000353,2024-09-26 09:10:27,desktop,3,2024-09-26,9
E0000154,U0406,P0154,page_view,S002022,2024-06-04 09:01:27,mobile,7,2024-06-04,9
E0000155,U0086,P0055,product_view,S001727,2024-09-07 19:36:02,mobile,9,2024-09-07,19
E0000156,U0184,P0041,wishlist_add,S002669,2024-05-29 00:07:53,desktop,11,2024-05-29,0
E0000157,U0271,P0059,purchase,S002523,2024-08-04 11:09:28,mobile,2,2024-08-04,11
E0000158,U0386,P0109,product_view,S002942,2024-04-22 15:19:28,desktop,35,2024-04-22,15
E0000159,U0305,P0013,page_view,S000174,2024-08-09 04:06:52,desktop,0,2024-08-09,4
E0000160,U0115,P0096,page_view,S002699,2024-08-12 08:42:38,desktop,23,2024-08-12,8
E0000161,U0108,P0149,page_view,S001543,2024-10-08 10:16:58,mobile,29,2024-10-08,10
E0000162,U0412,P0082,page_view,S002054,2024-04-02 12:15:04,desktop,137,2024-04-02,12
E0000163,U0354,P0052,page_view,S000293,2024-06-21 21:55:26,mobile,60,2024-06-21,21
E0000164,U0415,P0051,page_view,S000993,2024-07-24 08:43:51,desktop,24,2024-07-24,8
E0000165,U0044,P0152,add_to_cart,S001565,2024-12-21 11:06:51,mobile,67,2024-12-21,11
E0000166,U0010,P0014,page_view,S002444,2024-03-09 08:56:19,mobile,68,2024-03-09,8
E0000167,U0365,P0001,product_view,S001469,2024-06-02 11:35:34,mobile,18,2024-06-02,11
E0000168,U0125,P0135,product_view,S000872,2024-10-31 00:15:25,mobile,5,2024-10-31,0
E0000169,U0243,P0068,search,S002081,2024-05-03 23:03:57,mobile,29,2024-05-03,23
E0000170,U0347,P0172,page_view,S000625,2024-05-17 05:38:24,tablet,82,2024-05-17,5
E0000171,U0206,P0042,page_view,S002033,2024-11-10 01:58:33,mobile,7,2024-11-10,1
E0000172,U0020,P0173,product_view,S002150,2024-01-31 21:56:22,mobile,10,2024-01-31,21
E0000173,U0474,P0023,wishlist_add,S001456,2024-12-21 12:59:09,mobile,61,2024-12-21,12
E0000174,U0087,P0200,wishlist_add,S001650,2024-03-18 00:28:28,mobile,7,2024-03-18,0
E0000175,U0052,P0014,product_view,S000256,2024-06-26 16:44:27,mobile,57,2024-06-26,16
E0000176,U0124,P0054,page_view,S002545,2024-12-22 20:45:24,mobile,5,2024-12-22,20
E0000177,U0111,P0137,product_view,S002352,2024-06-12 03:59:07,mobile,56,2024-06-12,3
E0000178,U0439,P0084,page_view,S000898,2024-02-12 17:36:22,desktop,58,2024-02-12,17
E0000179,U0242,P0118,page_view,S000674,2024-05-30 20:26:07,desktop,2,2024-05-30,20
E0000180,U0378,P0152,page_view,S001071,2024-05-20 21:14:13,mobile,25,2024-05-20,21
E0000181,U0210,P0155,wishlist_add,S001467,2024-12-25 12:51:31,desktop,30,2024-12-25,12
E0000182,U0104,P0196,add_to_cart,S002740,2024-09-01 16:18:08,mobile,14,2024-09-01,16
E0000183,U0273,P0152,page_view,S002033,2024-03-02 09:26:38,desktop,3,2024-03-02,9
E0000184,U0427,P0105,remove_from_cart,S002563,2024-03-25 19:49:52,mobile,15,2024-03-25,19
E0000185,U0323,P0081,search,S001340,2024-11-15 16:50:32,tablet,25,2024-11-15,16
E0000186,U0050,P0079,wishlist_add,S002270,2024-02-06 22:34:38,mobile,57,2024-02-06,22
E0000187,U0219,P0056,page_view,S002863,2024-11-04 15:03:08,mobile,22,2024-11-04,15
E0000188,U0445,P0048,search,S002392,2024-08-15 02:01:35,tablet,39,2024-08-15,2
E0000189,U0082,P0120,product_view,S002205,2024-06-19 02:51:31,tablet,15,2024-06-19,2
E0000190,U0069,P0053,wishlist_add,S000022,2024-03-28 15:59:01,desktop,52,2024-03-28,15
E0000191,U0091,P0111,page_view,S000208,2024-10-07 20:19:36,desktop,44,2024-10-07,20
E0000192,U0035,P0090,search,S000277,2024-05-22 20:24:08,tablet,24,2024-05-22,20
E0000193,U0268,P0113,remove_from_cart,S002127,2024-11-09 06:53:11,mobile,18,2024-11-09,6
E0000194,U0083,P0094,wishlist_add,S000161,2024-11-25 00:09:37,mobile,14,2024-11-25,0
E0000195,U0476,P0160,page_view,S002637,2024-04-02 17:51:21,tablet,25,2024-04-02,17
E0000196,U0099,P0066,remove_from_cart,S002306,2024-01-15 06:37:38,mobile,17,2024-01-15,6
E0000197,U0444,P0107,search,S001521,2024-09-08 03:40:54,tablet,100,2024-09-08,3
E0000198,U0038,P0122,search,S000529,2024-05-25 07:11:16,mobile,13,2024-05-25,7
E0000199,U0236,P0098,page_view,S002849,2024-01-01 03:35:12,desktop,14,2024-01-01,3
E0000200,U0148,P0019,search,S001619,2024-04-27 08:36:19,desktop,56,2024-04-27,8
E0000201,U0496,P0077,product_view,S001839,2024-12-02 15:51:51,desktop,0,2024-12-02,15
E0000202,U0183,P0156,purchase,S001124,2024-10-12 06:51:11,mobile,52,2024-10-12,6
E0000203,U0480,P0045,purchase,S000287,2024-04-17 11:40:26,mobile,0,2024-04-17,11
E0000204,U0120,P0076,search,S001544,2024-03-27 17:22:42,desktop,8,2024-03-27,17
E0000205,U0288,P0044,product_view,S000213,2024-12-18 20:14:01,mobile,76,2024-12-18,20
E0000206,U0246,P0083,add_to_cart,S000931,2024-05-05 07:27:02,mobile,18,2024-05-05,7
E0000207,U0095,P0107,product_view,S000905,2024-07-12 13:01:48,tablet,35,2024-07-12,13
E0000208,U0231,P0106,product_view,S001975,2024-08-02 19:55:45,mobile,9,2024-08-02,19
E0000209,U0214,P0200,product_view,S000153,2024-11-11 08:02:26,mobile,36,2024-11-11,8
E0000210,U0141,P0121,search,S000699,2024-07-17 09:20:23,tablet,23,2024-07-17,9
E0000211,U0243,P0018,product_view,S000655,2024-06-28 23:32:58,desktop,61,2024-06-28,23
E0000212,U0239,P0097,search,S002564,2024-07-22 21:12:17,mobile,25,2024-07-22,21
E0000213,U0079,P0147,product_view,S002098,2024-09-26 17:11:35,mobile,9,2024-09-26,17
E0000214,U0441,P0146,add_to_cart,S002931,2024-03-10 04:31:59,mobile,14,2024-03-10,4
E0000215,U0496,P0073,page_view,S000713,2024-05-07 04:52:24,mobile,33,2024-05-07,4
E0000216,U0030,P0052,add_to_cart,S000392,2024-09-13 02:52:12,mobile,89,2024-09-13,2
E0000217,U0200,P0061,add_to_cart,S000228,2024-09-05 00:27:07,mobile,4,2024-09-05,0
E0000218,U0315,P0034,wishlist_add,S001019,2024-05-02 03:29:26,tablet,66,2024-05-02,3
E0000219,U0032,P0172,add_to_cart,S002935,2024-12-05 09:22:08,desktop,37,2024-12-05,9
E0000220,U0466,P0087,add_to_cart,S001074,2024-08-08 12:47:43,mobile,64,2024-08-08,12
E0000221,U0163,P0036,page_view,S001267,2024-05-23 17:17:48,mobile,13,2024-05-23,17
E0000222,U0269,P0168,search,S000923,2024-07-02 08:26:26,desktop,10,2024-07-02,8
E0000223,U0296,P0145,add_to_cart,S000067,2024-07-28 23:23:46,mobile,21,2024-07-28,23
E0000224,U0042,P0056,page_view,S000014,2024-04-13 00:45:47,mobile,64,2024-04-13,0
E0000225,U0391,P0177,product_view,S001986,2024-10-08 09:05:03,desktop,59,2024-10-08,9
E0000226,U0093,P0020,product_view,S000327,2024-01-13 21:53:26,tablet,87,2024-01-13,21
E0000227,U0197,P0131,wishlist_add,S001599,2024-09-01 12:10:02,mobile,8,2024-09-01,12
E0000228,U0364,P0079,add_to_cart,S002535,2024-04-08 02:08:51,mobile,32,2024-04-08,2
E0000229,U0110,P0099,page_view,S000582,2024-12-19 10:31:21,mobile,11,2024-12-19,10
E0000230,U0118,P0189,product_view,S001143,2024-03-25 19:52:06,tablet,5,2024-03-25,19
E0000231,U0446,P0128,add_to_cart,S001609,2024-07-14 06:37:57,mobile,42,2024-07-14,6
E0000232,U0421,P0123,search,S000522,2024-06-11 02:04:23,tablet,90,2024-06-11,2
E0000233,U0422,P0007,search,S002012,2024-07-23 12:27:26,mobile,112,2024-07-23,12
E0000234,U0252,P0037,product_view,S002858,2024-01-30 16:37:04,desktop,22,2024-01-30,16
E0000235,U0315,P0185,search,S002361,2024-04-23 02:40:48,desktop,98,2024-04-23,2
E0000236,U0037,P0100,search,S002959,2024-02-04 18:41:36,mobile,96,2024-02-04,18
E0000237,U0450,P0162,product_view,S001090,2024-06-07 11:19:08,mobile,1,2024-06-07,11
E0000238,U0484,P0087,page_view,S001346,2024-03-27 21:33:50,desktop,19,2024-03-27,21
E0000239,U0200,P0167,purchase,S001960,2024-12-22 08:18:20,mobile,35,2024-12-22,8
E0000240,U0497,P0076,search,S000107,2024-08-29 08:20:26,mobile,16,2024-08-29,8
E0000241,U0374,P0140,page_view,S000594,2024-08-09 04:17:20,desktop,15,2024-08-09,4
E0000242,U0044,P0101,wishlist_add,S000820,2024-02-13 20:10:55,desktop,1,2024-02-13,20
E0000243,U0144,P0143,page_view,S001238,2024-02-06 14:39:46,desktop,14,2024-02-06,14
E0000244,U0285,P0076,remove_from_cart,S000475,2024-11-16 10:50:58,desktop,34,2024-11-16,10
E0000245,U0321,P0143,search,S000150,2024-09-19 23:31:37,mobile,14,2024-09-19,23
E0000246,U0055,P0072,add_to_cart,S002680,2024-08-03 01:27:03,desktop,20,2024-08-03,1
E0000247,U0278,P0159,add_to_cart,S000845,2024-11-15 00:09:35,mobile,4,2024-11-15,0
E0000248,U0352,P0200,page_view,S000611,2024-01-31 13:35:30,mobile,39,2024-01-31,13
E0000249,U0315,P0104,page_view,S000758,2024-09-01 08:09:16,desktop,6,2024-09-01,8
E0000250,U0349,P0134,page_view,S002235,2024-09-16 01:16:12,desktop,6,2024-09-16,1
E0000251,U0256,P0117,product_view,S002367,2024-02-15 05:35:14,desktop,19,2024-02-15,5
E0000252,U0249,P0105,add_to_cart,S002356,2024-11-20 15:01:02,desktop,56,2024-11-20,15
E0000253,U0044,P0157,add_to_cart,S002357,2024-02-15 13:13:57,desktop,32,2024-02-15,13
E0000254,U0253,P0082,product_view,S000526,2024-09-14 13:07:49,mobile,65,2024-09-14,13
E0000255,U0331,P0136,search,S001169,2024-12-01 00:38:19,desktop,4,2024-12-01,0
E0000256,U0271,P0068,search,S001740,2024-10-18 06:07:34,desktop,15,2024-10-18,6
E0000257,U0433,P0028,purchase,S001946,2024-02-14 15:33:27,mobile,83,2024-02-14,15
E0000258,U0066,P0102,remove_from_cart,S000934,2024-11-08 17:18:58,mobile,11,2024-11-08,17
E0000259,U0362,P0096,search,S000237,2024-12-15 22:22:11,mobile,69,2024-12-15,22
E0000260,U0447,P0069,product_view,S000910,2024-07-01 07:27:15,desktop,65,2024-07-01,7
E0000261,U0490,P0049,page_view,S001380,2024-08-01 00:10:22,desktop,4,2024-08-01,0
E0000262,U0099,P0011,search,S000263,2024-03-17 10:24:16,desktop,36,2024-03-17,10
E0000263,U0197,P0129,page_view,S002712,2024-12-26 17:59:10,desktop,5,2024-12-26,17
E0000264,U0069,P0117,product_view,S002589,2024-01-01 02:34:26,mobile,0,2024-01-01,2
E0000265,U0305,P0195,search,S000602,2024-01-04 13:22:59,desktop,14,2024-01-04,13
E0000266,U0457,P0023,product_view,S002671,2024-07-18 07:09:06,desktop,36,2024-07-18,7
E0000267,U0131,P0096,search,S002487,2024-08-20 02:43:23,tablet,2,2024-08-20,2
E0000268,U0057,P0146,search,S000859,2024-07-13 08:20:33,desktop,45,2024-07-13,8
E0000269,U0202,P0106,add_to_cart,S002991,2024-10-15 03:55:07,desktop,6,2024-10-15,3
E0000270,U0440,P0103,purchase,S000239,2024-05-04 13:02:27,mobile,3,2024-05-04,13
E0000271,U0246,P0158,page_view,S000112,2024-03-09 10:31:10,desktop,30,2024-03-09,10
E0000272,U0237,P0169,search,S002421,2024-08-22 09:19:38,mobile,9,2024-08-22,9
E0000273,U0165,P0007,add_to_cart,S002012,2024-03-16 18:39:33,desktop,42,2024-03-16,18
E0000274,U0352,P0041,page_view,S001948,2024-07-27 06:53:04,mobile,24,2024-07-27,6
E0000275,U0445,P0166,product_view,S002924,2024-02-27 00:48:17,mobile,177,2024-02-27,0
E0000276,U0494,P0025,add_to_cart,S000487,2024-08-07 12:53:35,mobile,18,2024-08-07,12
E0000277,U0292,P0107,page_view,S001712,2024-11-13 16:11:07,mobile,29,2024-11-13,16
E0000278,U0027,P0050,product_view,S001120,2024-10-23 09:31:09,desktop,35,2024-10-23,9
E0000279,U0243,P0039,page_view,S000020,2024-01-04 23:35:53,desktop,54,2024-01-04,23
E0000280,U0188,P0076,purchase,S001362,2024-08-30 10:23:49,desktop,45,2024-08-30,10
